topic,Text
1,"I quit sodas over a year ago due to the unhealthiness of them.  I do, however, like bubbly drinks, but I don't need the sugar or sodium.  That's why this product is perfect.  It is 100% fruit juice, carbonated for the bubbliness.<br /><br />Orange is one of my favorite flavors.  This drink is the perfect drink.<br /><br />I think this product is even better than orange soda; orange soda is sticky, but this product is not.  It has the perfect amount of sharpness - which I love.  Because it is 100% fruit juice, it also has the perfect amount of natural sweetness.<br /><br />So this product is all the good things rolled into one:<br /><br />100% fruit juice<br />No added sugar<br />Bubbly<br />Awesome orange flavor<br /><br />It's so good, it's hard to believe you're drinking something healthy."
3,"This hot chocolate tastes like hot sugar water with a pinch of coco in it. Although, even the sugary taste is weak, and tainted by the flavor of the artificial sweetener sucralose. The consistency is watery and bland. This is when I made the 8oz cup as directed by the directions on the box.<br /><br />I do not recommend this product."
3,"As a hot chocolate lover, I was verrrrry disappointed when I tried this product. I first had the peppermint (disgusting) and then tried the dark chocolate (a little better). The problem is that you can REALLY taste the artifical sweetener. I am a diet soda drinker, so I don't have a problem with artifical sweetener. It's just that the taste was so strong in these hot chocolates that it overpowered the chocolate taste. I definitely will NOT buy again.... I would not recommend these to anyone."
1,"This carbonated 100% juice drink tastes incredibly good! It reminds me of eating fresh tangerines when I was a kid, yet this is a drinkable version of that! If you like oranges and tangerines, you'll love this! These ought to be in every school vending machine (instead of sodas!)<br /><br />This is made from 100% juice, so great for adult (Or kids') lunches, picnics, etc. A great drink for exercise as well, and doesn't have the sugar in it, so no spikes in blood sugar... Likely a good choice for diabetics as well, and without the artificial sweeteners!"
3,"I have been making hot chocolate w Abuelita for years. I have found that if I heat a tablet(in its paper) in the microwave, i can spoon in a softer mostly melted mix that does not require a blender or diminish the flavor. You may want to start at about 30 secs and warm more as needed."
2,"Belle's Biscuits are fantastic.  My eight-month old granddaughter LOVES them.  They are safe and really ease her teething discomfort.  We freeze them to extend their shelf life and she enjoys them right out of the freezer.  Prepare for a mess, though; after an hour gumming these delicious biscuits she and her seat need a thorough washing!  The only thing that would make them better is if they were eligible for free Prime shipping!"
0,I love this green tea.  It is a good price for my use with my Tassimo machine.
1,"I didn't really like the taste of this product much.  It has an artificial taste to me, even though it is juice and water.  It is a carbonated drink and it somewhat reminded me of the taste of baby aspirin, although not quite that bad.  I did drink the whole can.  The 8.3 oz can is narrow, compared to the 12 oz soda can you are used to seeing.<br /><br />The can says it is 100% juice, 100% RDA Vitamin C, all natural with no sugar added, no corn syrup, no preservatives, no artificial colors, and gluten free.  The nutrition box indicates (for the entire 8.3 oz can) 15mg sodium, 36g carbs, 34 g sugar, Vitamin C 100 %, Vitamin A 20%.<br /><br />The ingredients are as follows and are listed in the following order: 100% juice (filtering sparkling water sufficient to reconstitute juice concentrates, apple, grape, tangerine, orange and acerola juice concentrates), gum acacia, natural flavors and colors, ascorbic acid (Vitamin C). Contains soy. (First ingredient listed is supposed to be the one there is the most of.)<br /><br />You may wonder why I spent so much time on the ingredients.  Well, if you don't read labels, you really should start.  Some products may taste really good but may be full of nasty things you really do not want your children to eat (or yourself).  The term, gluten free, for example is VERY important to those who have gluten intolerance.<br /><br />Kudos to the manufacturer for making a healthier product and I would have liked to have given this flavor a better review, but the taste was not there for me.  The black cherry flavor has a lot better taste.<br /><br />Still, if you are looking for a seemingly healthier beverage to pack in your child's lunch, this could be worth a try.  Think of it as a flavored carbonated water.  I gave it 3 stars because it is not unhealthy and it is not bad - just not something I like the taste of.<br /><br />I would sooner put this product in a child's lunch than a soda.  My daddy used to put soda on the car's battery terminals to dissolve the acid :-("
0,"Sleepytime tea is one of those teas that can always be counted on. It's very mellow, with a great taste and smell. Perfect for relaxing after a long day. This is the tea that all other herbal teas should be measured against."
2,"Unfortunately they changed the recipe up on our baby....he looooooved this, it was a great trainer food as it was thicker now it's just runy like the chick chick one which we stopped buying.  One taste of the new formula and baby turned up his nose and didn't want anymore....I was presistant and eventually the only way he'll eat it is with bread dipped in it or his veggie stix dipped in it and I have to sneak in spoonfulls here and there.  It's just too runny for our baby boy now, he's older now but we still want to make sure he's getting salmon atleast once a week.  This is the most convenient for us so we still give it to him at 20 months.  I'm going to hunt down the original forumla's and stock up whenever I see them!  Other than that, we are a 100% HappyBaby family and love all the wonderful products they continue to make!"
1,"With all of the choices of things to drink, this is an excellent one. It tastes great. Most of our choices are either loaded with sugar, or carbonated ... even milk is sugar-dense. This drink is good for blood pressure and cholesterol. It is an excellent thirst-quencher. So much better for the hot summer months than sugary lemonade! It does, however acidify the pH. I am supposed to be alkalizing my diet, so I can't drink a lot of this. :(<br /><br />From the time I was a small child, my mother was an advocate of apple cider vinegar and honey for health. Hippocrates would have been happy to discover Bragg Organic Apple Cider Vinegar All Natural Drink: Concord Grape Acai :))) Try it and drink to good health!"
